,ranking_date,rank,player,points,full_name
1801159,2019-08-26,4,106233,4925.0,Dominic Thiem
1801160,2019-08-26,5,106421,4125.0,Daniil Medvedev
1803159,2019-09-09,1,104925,9865.0,Novak Djokovic
1803160,2019-09-09,2,104745,9225.0,Rafael Nadal
1803161,2019-09-09,3,103819,7130.0,Roger Federer
1803162,2019-09-09,4,106421,5235.0,Daniil Medvedev
1803163,2019-09-09,5,106233,4575.0,Dominic Thiem
1805138,2019-09-16,1,104925,9865.0,Novak Djokovic
1805139,2019-09-16,2,104745,9225.0,Rafael Nadal
1805140,2019-09-16,3,103819,7130.0,Roger Federer
1805141,2019-09-16,4,106421,5235.0,Daniil Medvedev
1805142,2019-09-16,5,106233,4575.0,Dominic Thiem
1807111,2019-09-23,1,104925,9865.0,Novak Djokovic
1807112,2019-09-23,2,104745,9225.0,Rafael Nadal
1807113,2019-09-23,3,103819,7130.0,Roger Federer
1807114,2019-09-23,4,106421,5305.0,Daniil Medvedev
1807115,2019-09-23,5,106233,4415.0,Dominic Thiem
1809087,2019-09-30,1,104925,9865.0,Novak Djokovic
1809088,2019-09-30,2,104745,9225.0,Rafael Nadal
1809089,2019-09-30,3,103819,7130.0,Roger Federer
1809090,2019-09-30,4,106421,5305.0,Daniil Medvedev
1809091,2019-09-30,5,106233,4415.0,Dominic Thiem
1811075,2019-10-07,1,104925,10365.0,Novak Djokovic
1811076,2019-10-07,2,104745,9225.0,Rafael Nadal
1811077,2019-10-07,3,103819,7130.0,Roger Federer
1811078,2019-10-07,4,106421,4965.0,Daniil Medvedev
1811079,2019-10-07,5,106233,4915.0,Dominic Thiem
1813058,2019-10-14,1,104925,9545.0,Novak Djokovic
1813059,2019-10-14,2,104745,9225.0,Rafael Nadal
1813060,2019-10-14,3,103819,6950.0,Roger Federer
1813061,2019-10-14,4,106421,5920.0,Daniil Medvedev
1813062,2019-10-14,5,106233,5085.0,Dominic Thiem
1815041,2019-10-21,1,104925,9545.0,Novak Djokovic
1815042,2019-10-21,2,104745,9225.0,Rafael Nadal
1815043,2019-10-21,3,103819,6950.0,Roger Federer
1815044,2019-10-21,4,106421,5920.0,Daniil Medvedev
1815045,2019-10-21,5,106233,5085.0,Dominic Thiem
1817019,2019-10-28,1,104925,9545.0,Novak Djokovic
1817020,2019-10-28,2,104745,9225.0,Rafael Nadal
1817021,2019-10-28,3,103819,6950.0,Roger Federer
1817022,2019-10-28,4,106421,5740.0,Daniil Medvedev
1817023,2019-10-28,5,106233,5495.0,Dominic Thiem
1819000,2019-11-04,1,104745,9585.0,Rafael Nadal
1819001,2019-11-04,2,104925,8945.0,Novak Djokovic
1819002,2019-11-04,3,103819,6190.0,Roger Federer
1819003,2019-11-04,4,106421,5705.0,Daniil Medvedev
1819004,2019-11-04,5,106233,5025.0,Dominic Thiem
1820977,2019-11-11,1,104745,9585.0,Rafael Nadal
1820978,2019-11-11,2,104925,8945.0,Novak Djokovic
1820979,2019-11-11,3,103819,6190.0,Roger Federer
1820980,2019-11-11,4,106421,5705.0,Daniil Medvedev
1820981,2019-11-11,5,106233,5025.0,Dominic Thiem
1822941,2019-11-18,1,104745,9985.0,Rafael Nadal
1822942,2019-11-18,2,104925,9145.0,Novak Djokovic
1822943,2019-11-18,3,103819,6590.0,Roger Federer
1822944,2019-11-18,4,106233,5825.0,Dominic Thiem
1822945,2019-11-18,5,106421,5705.0,Daniil Medvedev
1824905,2019-11-25,1,104745,9985.0,Rafael Nadal
1824906,2019-11-25,2,104925,9145.0,Novak Djokovic
1824907,2019-11-25,3,103819,6590.0,Roger Federer
1824908,2019-11-25,4,106233,5825.0,Dominic Thiem
1824909,2019-11-25,5,106421,5705.0,Daniil Medvedev
1826847,2019-12-02,1,104745,9985.0,Rafael Nadal
1826848,2019-12-02,2,104925,9145.0,Novak Djokovic
1826849,2019-12-02,3,103819,6590.0,Roger Federer
1826850,2019-12-02,4,106233,5825.0,Dominic Thiem
1826851,2019-12-02,5,106421,5705.0,Daniil Medvedev
1828792,2019-12-09,1,104745,9985.0,Rafael Nadal
1828793,2019-12-09,2,104925,9145.0,Novak Djokovic
1828794,2019-12-09,3,103819,6590.0,Roger Federer
1828795,2019-12-09,4,106233,5825.0,Dominic Thiem
1828796,2019-12-09,5,106421,5705.0,Daniil Medvedev
1830732,2019-12-16,1,104745,9985.0,Rafael Nadal
1830733,2019-12-16,2,104925,9145.0,Novak Djokovic
1830734,2019-12-16,3,103819,6590.0,Roger Federer
1830735,2019-12-16,4,106233,5825.0,Dominic Thiem
1830736,2019-12-16,5,106421,5705.0,Daniil Medvedev
1832665,2019-12-23,1,104745,9985.0,Rafael Nadal
1832666,2019-12-23,2,104925,9145.0,Novak Djokovic
1832667,2019-12-23,3,103819,6590.0,Roger Federer
1832668,2019-12-23,4,106233,5825.0,Dominic Thiem
1832669,2019-12-23,5,106421,5705.0,Daniil Medvedev
1834598,2019-12-30,1,104745,9985.0,Rafael Nadal
1834599,2019-12-30,2,104925,9145.0,Novak Djokovic
1834600,2019-12-30,3,103819,6590.0,Roger Federer
1834601,2019-12-30,4,106233,5825.0,Dominic Thiem
1834602,2019-12-30,5,106421,5705.0,Daniil Medvedev
1836525,2020-01-06,1,104745,9985.0,Rafael Nadal
1836526,2020-01-06,2,104925,9055.0,Novak Djokovic
1836527,2020-01-06,3,103819,6590.0,Roger Federer
1836528,2020-01-06,4,106233,5825.0,Dominic Thiem
1836529,2020-01-06,5,106421,5705.0,Daniil Medvedev
1838452,2020-01-13,1,104745,10235.0,Rafael Nadal
1838453,2020-01-13,2,104925,9720.0,Novak Djokovic
1838454,2020-01-13,3,103819,6590.0,Roger Federer
1838455,2020-01-13,4,106421,5960.0,Daniil Medvedev
1838456,2020-01-13,5,106233,5890.0,Dominic Thiem
1840379,2020-01-20,1,104745,10235.0,Rafael Nadal
1840380,2020-01-20,2,104925,9720.0,Novak Djokovic
1840381,2020-01-20,3,103819,6590.0,Roger Federer
1840382,2020-01-20,4,106421,5960.0,Daniil Medvedev
1840383,2020-01-20,5,106233,5890.0,Dominic Thiem
1842309,2020-02-03,1,104925,9720.0,Novak Djokovic
1842310,2020-02-03,2,104745,9395.0,Rafael Nadal
1842311,2020-02-03,3,103819,7130.0,Roger Federer
1842312,2020-02-03,4,106233,7045.0,Dominic Thiem
1842313,2020-02-03,5,106421,5960.0,Daniil Medvedev
1844244,2020-02-10,1,104925,9720.0,Novak Djokovic
1844245,2020-02-10,2,104745,9395.0,Rafael Nadal
1844246,2020-02-10,3,103819,7130.0,Roger Federer
1844247,2020-02-10,4,106233,7045.0,Dominic Thiem
1844248,2020-02-10,5,106421,5890.0,Daniil Medvedev
1846178,2020-02-17,1,104925,9720.0,Novak Djokovic
1846179,2020-02-17,2,104745,9395.0,Rafael Nadal
1846180,2020-02-17,3,103819,7130.0,Roger Federer
1846181,2020-02-17,4,106233,7045.0,Dominic Thiem
1846182,2020-02-17,5,106421,5890.0,Daniil Medvedev
1848106,2020-02-24,1,104925,9720.0,Novak Djokovic
1848107,2020-02-24,2,104745,9395.0,Rafael Nadal
1848108,2020-02-24,3,103819,7130.0,Roger Federer
1848109,2020-02-24,4,106233,7045.0,Dominic Thiem
1848110,2020-02-24,5,106421,5890.0,Daniil Medvedev
1850041,2020-03-02,1,104925,10220.0,Novak Djokovic
1850042,2020-03-02,2,104745,9850.0,Rafael Nadal
1850043,2020-03-02,3,106233,7045.0,Dominic Thiem
1850044,2020-03-02,4,103819,6630.0,Roger Federer
1850045,2020-03-02,5,106421,5890.0,Daniil Medvedev
1851981,2020-03-09,1,104925,10220.0,Novak Djokovic
1851982,2020-03-09,2,104745,9850.0,Rafael Nadal
1851983,2020-03-09,3,106233,7045.0,Dominic Thiem
1851984,2020-03-09,4,103819,6630.0,Roger Federer
1851985,2020-03-09,5,106421,5890.0,Daniil Medvedev
1853926,2020-03-16,1,104925,10220.0,Novak Djokovic
1853927,2020-03-16,2,104745,9850.0,Rafael Nadal
1853928,2020-03-16,3,106233,7045.0,Dominic Thiem
1853929,2020-03-16,4,103819,6630.0,Roger Federer
1853930,2020-03-16,5,106421,5890.0,Daniil Medvedev
1855905,2020-08-24,1,104925,10220.0,Novak Djokovic
1855906,2020-08-24,2,104745,9850.0,Rafael Nadal
1855907,2020-08-24,3,106233,7045.0,Dominic Thiem
1855908,2020-08-24,4,103819,6630.0,Roger Federer
1855909,2020-08-24,5,106421,5890.0,Daniil Medvedev
1857878,2020-08-31,1,104925,10860.0,Novak Djokovic
1857879,2020-08-31,2,104745,9850.0,Rafael Nadal
1857880,2020-08-31,3,106233,7135.0,Dominic Thiem
1857881,2020-08-31,4,103819,6630.0,Roger Federer
1857882,2020-08-31,5,106421,5890.0,Daniil Medvedev
1859851,2020-09-14,1,104925,10860.0,Novak Djokovic
1859852,2020-09-14,2,104745,9850.0,Rafael Nadal
1859853,2020-09-14,3,106233,9125.0,Dominic Thiem
1859854,2020-09-14,4,103819,6630.0,Roger Federer
1859855,2020-09-14,5,106421,5890.0,Daniil Medvedev
1861826,2020-09-21,1,104925,11260.0,Novak Djokovic
1861827,2020-09-21,2,104745,9850.0,Rafael Nadal
1861828,2020-09-21,3,106233,9125.0,Dominic Thiem
1861829,2020-09-21,4,103819,6630.0,Roger Federer
1861830,2020-09-21,5,106421,5890.0,Daniil Medvedev
1863804,2020-09-28,1,104925,11260.0,Novak Djokovic
1863805,2020-09-28,2,104745,9850.0,Rafael Nadal
1863806,2020-09-28,3,106233,9125.0,Dominic Thiem
1863807,2020-09-28,4,103819,6630.0,Roger Federer
1863808,2020-09-28,5,106421,5890.0,Daniil Medvedev
1865783,2020-10-12,1,104925,11740.0,Novak Djokovic
1865784,2020-10-12,2,104745,9850.0,Rafael Nadal
1865785,2020-10-12,3,106233,9125.0,Dominic Thiem
1865786,2020-10-12,4,103819,6630.0,Roger Federer
1865787,2020-10-12,5,126774,5925.0,Stefanos Tsitsipas
1867766,2020-10-19,1,104925,11740.0,Novak Djokovic
1867767,2020-10-19,2,104745,9850.0,Rafael Nadal
1867768,2020-10-19,3,106233,9125.0,Dominic Thiem
1867769,2020-10-19,4,103819,6630.0,Roger Federer
1867770,2020-10-19,5,126774,5925.0,Stefanos Tsitsipas
1869751,2020-10-26,1,104925,11740.0,Novak Djokovic
1869752,2020-10-26,2,104745,9850.0,Rafael Nadal
1869753,2020-10-26,3,106233,9125.0,Dominic Thiem
1869754,2020-10-26,4,103819,6630.0,Roger Federer
1869755,2020-10-26,5,126774,5925.0,Stefanos Tsitsipas
1871736,2020-11-02,1,104925,11830.0,Novak Djokovic
1871737,2020-11-02,2,104745,9850.0,Rafael Nadal
1871738,2020-11-02,3,106233,9125.0,Dominic Thiem
1871739,2020-11-02,4,103819,6630.0,Roger Federer
1871740,2020-11-02,5,106421,5980.0,Daniil Medvedev
1873723,2020-11-09,1,104925,11830.0,Novak Djokovic
1873724,2020-11-09,2,104745,9850.0,Rafael Nadal
1873725,2020-11-09,3,106233,9125.0,Dominic Thiem
1873726,2020-11-09,4,106421,6970.0,Daniil Medvedev
1873727,2020-11-09,5,103819,6630.0,Roger Federer
1875713,2020-11-16,1,104925,11830.0,Novak Djokovic
1875714,2020-11-16,2,104745,9850.0,Rafael Nadal
1875715,2020-11-16,3,106233,9125.0,Dominic Thiem
1875716,2020-11-16,4,106421,6970.0,Daniil Medvedev
1875717,2020-11-16,5,103819,6630.0,Roger Federer
1877705,2020-11-23,1,104925,12030.0,Novak Djokovic
1877706,2020-11-23,2,104745,9850.0,Rafael Nadal
1877707,2020-11-23,3,106233,9125.0,Dominic Thiem
1877708,2020-11-23,4,106421,8470.0,Daniil Medvedev
1877709,2020-11-23,5,103819,6630.0,Roger Federer
1879697,2020-11-30,1,104925,12030.0,Novak Djokovic
1879698,2020-11-30,2,104745,9850.0,Rafael Nadal
1879699,2020-11-30,3,106233,9125.0,Dominic Thiem
1879700,2020-11-30,4,106421,8470.0,Daniil Medvedev
1879701,2020-11-30,5,103819,6630.0,Roger Federer
1881691,2020-12-07,1,104925,12030.0,Novak Djokovic
1881692,2020-12-07,2,104745,9850.0,Rafael Nadal
1881693,2020-12-07,3,106233,9125.0,Dominic Thiem
1881694,2020-12-07,4,106421,8470.0,Daniil Medvedev
1881695,2020-12-07,5,103819,6630.0,Roger Federer
1883686,2020-12-14,1,104925,12030.0,Novak Djokovic
1883687,2020-12-14,2,104745,9850.0,Rafael Nadal
1883688,2020-12-14,3,106233,9125.0,Dominic Thiem
1883689,2020-12-14,4,106421,8470.0,Daniil Medvedev
1883690,2020-12-14,5,103819,6630.0,Roger Federer
1885683,2020-12-21,1,104925,12030.0,Novak Djokovic
1885684,2020-12-21,2,104745,9850.0,Rafael Nadal
1885685,2020-12-21,3,106233,9125.0,Dominic Thiem
1885686,2020-12-21,4,106421,8470.0,Daniil Medvedev
1885687,2020-12-21,5,103819,6630.0,Roger Federer
1887682,2020-12-28,1,104925,12030.0,Novak Djokovic
1887683,2020-12-28,2,104745,9850.0,Rafael Nadal
1887684,2020-12-28,3,106233,9125.0,Dominic Thiem
1887685,2020-12-28,4,106421,8470.0,Daniil Medvedev
1887686,2020-12-28,5,103819,6630.0,Roger Federer
1889682,2021-01-04,1,104925,12030.0,Novak Djokovic
1889683,2021-01-04,2,104745,9850.0,Rafael Nadal
1889684,2021-01-04,3,106233,9125.0,Dominic Thiem
1889685,2021-01-04,4,106421,8470.0,Daniil Medvedev
1889686,2021-01-04,5,103819,6630.0,Roger Federer
1891687,2021-01-11,1,104925,12030.0,Novak Djokovic
1891688,2021-01-11,2,104745,9850.0,Rafael Nadal
1891689,2021-01-11,3,106233,9125.0,Dominic Thiem
1891690,2021-01-11,4,106421,8470.0,Daniil Medvedev
1891691,2021-01-11,5,103819,6630.0,Roger Federer
1893693,2021-01-18,1,104925,12030.0,Novak Djokovic
1893694,2021-01-18,2,104745,9850.0,Rafael Nadal
1893695,2021-01-18,3,106233,9125.0,Dominic Thiem
1893696,2021-01-18,4,106421,8470.0,Daniil Medvedev
1893697,2021-01-18,5,103819,6630.0,Roger Federer
1895710,2021-01-25,1,104925,12030.0,Novak Djokovic
1895711,2021-01-25,2,104745,9850.0,Rafael Nadal
1895712,2021-01-25,3,106233,9125.0,Dominic Thiem
1895713,2021-01-25,4,106421,8470.0,Daniil Medvedev
1895714,2021-01-25,5,103819,6630.0,Roger Federer
1897731,2021-02-01,1,104925,12030.0,Novak Djokovic
1897732,2021-02-01,2,104745,9850.0,Rafael Nadal
1897733,2021-02-01,3,106233,9125.0,Dominic Thiem
1897734,2021-02-01,4,106421,8470.0,Daniil Medvedev
1897735,2021-02-01,5,103819,6630.0,Roger Federer
1899753,2021-02-08,1,104925,12030.0,Novak Djokovic
1899754,2021-02-08,2,104745,9850.0,Rafael Nadal
1899755,2021-02-08,3,106233,9125.0,Dominic Thiem
1899756,2021-02-08,4,106421,8715.0,Daniil Medvedev
1899757,2021-02-08,5,103819,6630.0,Roger Federer
1901775,2021-02-22,1,104925,12030.0,Novak Djokovic
1901776,2021-02-22,2,104745,9850.0,Rafael Nadal
1901777,2021-02-22,3,106421,9735.0,Daniil Medvedev
1901778,2021-02-22,4,106233,9125.0,Dominic Thiem
1901779,2021-02-22,5,103819,6630.0,Roger Federer
1903804,2021-03-01,1,104925,12030.0,Novak Djokovic
1903805,2021-03-01,2,104745,9850.0,Rafael Nadal
1903806,2021-03-01,3,106421,9735.0,Daniil Medvedev
1903807,2021-03-01,4,106233,9125.0,Dominic Thiem
1903808,2021-03-01,5,103819,6630.0,Roger Federer
1905834,2021-03-08,1,104925,12030.0,Novak Djokovic
1905835,2021-03-08,2,104745,9850.0,Rafael Nadal
1905836,2021-03-08,3,106421,9735.0,Daniil Medvedev
1905837,2021-03-08,4,106233,9125.0,Dominic Thiem
1905838,2021-03-08,5,126774,6660.0,Stefanos Tsitsipas
1907866,2021-03-15,1,104925,12008.0,Novak Djokovic
1907867,2021-03-15,2,106421,9940.0,Daniil Medvedev
1907868,2021-03-15,3,104745,9670.0,Rafael Nadal
1907869,2021-03-15,4,106233,8625.0,Dominic Thiem
1907870,2021-03-15,5,126774,6765.0,Stefanos Tsitsipas
1909902,2021-03-22,1,104925,12008.0,Novak Djokovic
1909903,2021-03-22,2,106421,9940.0,Daniil Medvedev
1909904,2021-03-22,3,104745,9670.0,Rafael Nadal
1909905,2021-03-22,4,106233,8625.0,Dominic Thiem
1909906,2021-03-22,5,126774,6950.0,Stefanos Tsitsipas
1911945,2021-04-05,1,104925,11963.0,Novak Djokovic
1911946,2021-04-05,2,106421,10030.0,Daniil Medvedev
1911947,2021-04-05,3,104745,9670.0,Rafael Nadal
1911948,2021-04-05,4,106233,8660.0,Dominic Thiem
1911949,2021-04-05,5,126774,7040.0,Stefanos Tsitsipas
1913996,2021-04-12,1,104925,11963.0,Novak Djokovic
1913997,2021-04-12,2,106421,10030.0,Daniil Medvedev
1913998,2021-04-12,3,104745,9670.0,Rafael Nadal
1913999,2021-04-12,4,106233,8660.0,Dominic Thiem
1914000,2021-04-12,5,126774,7040.0,Stefanos Tsitsipas
1916054,2021-04-19,1,104925,11873.0,Novak Djokovic
1916055,2021-04-19,2,106421,9850.0,Daniil Medvedev
1916056,2021-04-19,3,104745,9490.0,Rafael Nadal
1916057,2021-04-19,4,106233,8615.0,Dominic Thiem
1916058,2021-04-19,5,126774,7860.0,Stefanos Tsitsipas
1918119,2021-04-26,1,104925,11963.0,Novak Djokovic
1918120,2021-04-26,2,104745,9810.0,Rafael Nadal
1918121,2021-04-26,3,106421,9700.0,Daniil Medvedev
1918122,2021-04-26,4,106233,8365.0,Dominic Thiem
1918123,2021-04-26,5,126774,7980.0,Stefanos Tsitsipas
1920186,2021-05-03,1,104925,11963.0,Novak Djokovic
1920187,2021-05-03,2,104745,9810.0,Rafael Nadal
1920188,2021-05-03,3,106421,9700.0,Daniil Medvedev
1920189,2021-05-03,4,106233,8365.0,Dominic Thiem
1920190,2021-05-03,5,126774,7910.0,Stefanos Tsitsipas
1922257,2021-05-10,1,104925,11463.0,Novak Djokovic
1922258,2021-05-10,2,106421,9780.0,Daniil Medvedev
1922259,2021-05-10,3,104745,9630.0,Rafael Nadal
1922260,2021-05-10,4,106233,8365.0,Dominic Thiem
1922261,2021-05-10,5,126774,7610.0,Stefanos Tsitsipas
1924329,2021-05-17,1,104925,11063.0,Novak Djokovic
1924330,2021-05-17,2,106421,9793.0,Daniil Medvedev
1924331,2021-05-17,3,104745,9630.0,Rafael Nadal
1924332,2021-05-17,4,106233,8445.0,Dominic Thiem
1924333,2021-05-17,5,126774,7430.0,Stefanos Tsitsipas
1926404,2021-05-24,1,104925,11063.0,Novak Djokovic
1926405,2021-05-24,2,106421,9793.0,Daniil Medvedev
1926406,2021-05-24,3,104745,9630.0,Rafael Nadal
1926407,2021-05-24,4,106233,8445.0,Dominic Thiem
1926408,2021-05-24,5,126774,7500.0,Stefanos Tsitsipas
1928484,2021-05-31,1,104925,11313.0,Novak Djokovic
1928485,2021-05-31,2,106421,9793.0,Daniil Medvedev
1928486,2021-05-31,3,104745,9630.0,Rafael Nadal
1928487,2021-05-31,4,106233,8445.0,Dominic Thiem
1928488,2021-05-31,5,126774,7500.0,Stefanos Tsitsipas
1930567,2021-06-14,1,104925,12113.0,Novak Djokovic
1930568,2021-06-14,2,106421,10143.0,Daniil Medvedev
1930569,2021-06-14,3,104745,8630.0,Rafael Nadal
1930570,2021-06-14,4,126774,7980.0,Stefanos Tsitsipas
1930571,2021-06-14,5,106233,7425.0,Dominic Thiem
1932668,2021-06-21,1,104925,12113.0,Novak Djokovic
1932669,2021-06-21,2,106421,10053.0,Daniil Medvedev
1932670,2021-06-21,3,104745,8630.0,Rafael Nadal
1932671,2021-06-21,4,126774,7980.0,Stefanos Tsitsipas
1932672,2021-06-21,5,106233,7425.0,Dominic Thiem
1934776,2021-06-28,1,104925,12113.0,Novak Djokovic
1934777,2021-06-28,2,106421,10280.0,Daniil Medvedev
1934778,2021-06-28,3,104745,8630.0,Rafael Nadal
1934779,2021-06-28,4,126774,7980.0,Stefanos Tsitsipas
1934780,2021-06-28,5,106233,7425.0,Dominic Thiem
1936887,2021-07-12,1,104925,12113.0,Novak Djokovic
1936888,2021-07-12,2,106421,10370.0,Daniil Medvedev
1936889,2021-07-12,3,104745,8270.0,Rafael Nadal
1936890,2021-07-12,4,126774,8150.0,Stefanos Tsitsipas
1936891,2021-07-12,5,100644,7475.0,Alexander Zverev
1939007,2021-07-19,1,104925,12113.0,Novak Djokovic
1939008,2021-07-19,2,106421,10370.0,Daniil Medvedev
1939009,2021-07-19,3,104745,8270.0,Rafael Nadal
1939010,2021-07-19,4,126774,8030.0,Stefanos Tsitsipas
1939011,2021-07-19,5,100644,7340.0,Alexander Zverev
1941138,2021-07-26,1,104925,12113.0,Novak Djokovic
1941139,2021-07-26,2,106421,10370.0,Daniil Medvedev
1941140,2021-07-26,3,104745,8270.0,Rafael Nadal
1941141,2021-07-26,4,126774,8030.0,Stefanos Tsitsipas
1941142,2021-07-26,5,100644,7340.0,Alexander Zverev
1943275,2021-08-02,1,104925,12113.0,Novak Djokovic
1943276,2021-08-02,2,106421,10220.0,Daniil Medvedev
1943277,2021-08-02,3,104745,8270.0,Rafael Nadal
1943278,2021-08-02,4,126774,8000.0,Stefanos Tsitsipas
1943279,2021-08-02,5,100644,7340.0,Alexander Zverev
1945421,2021-08-09,1,104925,12113.0,Novak Djokovic
1945422,2021-08-09,2,106421,9643.0,Daniil Medvedev
1945423,2021-08-09,3,126774,8115.0,Stefanos Tsitsipas
1945424,2021-08-09,4,104745,7315.0,Rafael Nadal
1945425,2021-08-09,5,100644,7183.0,Alexander Zverev
1947578,2021-08-16,1,104925,12113.0,Novak Djokovic
1947579,2021-08-16,2,106421,10620.0,Daniil Medvedev
1947580,2021-08-16,3,126774,8350.0,Stefanos Tsitsipas
1947581,2021-08-16,4,104745,7815.0,Rafael Nadal
1947582,2021-08-16,5,100644,7263.0,Alexander Zverev
1949732,2021-08-23,1,104925,11113.0,Novak Djokovic
1949733,2021-08-23,2,106421,9980.0,Daniil Medvedev
1949734,2021-08-23,3,126774,8350.0,Stefanos Tsitsipas
1949735,2021-08-23,4,100644,8240.0,Alexander Zverev
1949736,2021-08-23,5,104745,7815.0,Rafael Nadal
1951878,2021-08-30,1,104925,11113.0,Novak Djokovic
1951879,2021-08-30,2,106421,9980.0,Daniil Medvedev
1951880,2021-08-30,3,126774,8350.0,Stefanos Tsitsipas
1951881,2021-08-30,4,100644,8240.0,Alexander Zverev
1951882,2021-08-30,5,104745,7815.0,Rafael Nadal
1954034,2021-09-13,1,104925,12133.0,Novak Djokovic
1954035,2021-09-13,2,106421,10780.0,Daniil Medvedev
1954036,2021-09-13,3,126774,8350.0,Stefanos Tsitsipas
1954037,2021-09-13,4,100644,7760.0,Alexander Zverev
1954038,2021-09-13,5,126094,6130.0,Andrey Rublev
1956178,2021-09-20,1,104925,12133.0,Novak Djokovic
1956179,2021-09-20,2,106421,10575.0,Daniil Medvedev
1956180,2021-09-20,3,126774,8350.0,Stefanos Tsitsipas
1956181,2021-09-20,4,100644,7760.0,Alexander Zverev
1956182,2021-09-20,5,126094,6130.0,Andrey Rublev
1958316,2021-09-27,1,104925,12133.0,Novak Djokovic
1958317,2021-09-27,2,106421,10575.0,Daniil Medvedev
1958318,2021-09-27,3,126774,8350.0,Stefanos Tsitsipas
1958319,2021-09-27,4,100644,7760.0,Alexander Zverev
1958320,2021-09-27,5,126094,6130.0,Andrey Rublev
1960450,2021-10-04,1,104925,11633.0,Novak Djokovic
1960451,2021-10-04,2,106421,10575.0,Daniil Medvedev
1960452,2021-10-04,3,126774,8175.0,Stefanos Tsitsipas
1960453,2021-10-04,4,100644,7603.0,Alexander Zverev
1960454,2021-10-04,5,126094,6130.0,Andrey Rublev
1962589,2021-10-18,1,104925,11430.0,Novak Djokovic
1962590,2021-10-18,2,106421,9630.0,Daniil Medvedev
1962591,2021-10-18,3,126774,7995.0,Stefanos Tsitsipas
1962592,2021-10-18,4,100644,6930.0,Alexander Zverev
1962593,2021-10-18,5,104745,5635.0,Rafael Nadal
1964731,2021-10-25,1,104925,11430.0,Novak Djokovic
1964732,2021-10-25,2,106421,9630.0,Daniil Medvedev
1964733,2021-10-25,3,126774,7930.0,Stefanos Tsitsipas
1964734,2021-10-25,4,100644,6680.0,Alexander Zverev
1964735,2021-10-25,5,104745,5635.0,Rafael Nadal
1966867,2021-11-01,1,104925,10340.0,Novak Djokovic
1966868,2021-11-01,2,106421,9540.0,Daniil Medvedev
1966869,2021-11-01,3,126774,7840.0,Stefanos Tsitsipas
1966870,2021-11-01,4,100644,7180.0,Alexander Zverev
1966871,2021-11-01,5,104745,5635.0,Rafael Nadal
1969009,2021-11-08,1,104925,10940.0,Novak Djokovic
1969010,2021-11-08,2,106421,7640.0,Daniil Medvedev
1969011,2021-11-08,3,100644,6540.0,Alexander Zverev
1969012,2021-11-08,4,126774,6540.0,Stefanos Tsitsipas
1969013,2021-11-08,5,126094,4950.0,Andrey Rublev
1971159,2021-11-15,1,104925,10940.0,Novak Djokovic
1971160,2021-11-15,2,106421,7640.0,Daniil Medvedev
1971161,2021-11-15,3,100644,6540.0,Alexander Zverev
1971162,2021-11-15,4,126774,6540.0,Stefanos Tsitsipas
1971163,2021-11-15,5,126094,4950.0,Andrey Rublev
1973319,2021-11-22,1,104925,11540.0,Novak Djokovic
1973320,2021-11-22,2,106421,8640.0,Daniil Medvedev
1973321,2021-11-22,3,100644,7840.0,Alexander Zverev
1973322,2021-11-22,4,126774,6540.0,Stefanos Tsitsipas
1973323,2021-11-22,5,126094,5150.0,Andrey Rublev
1975490,2021-11-29,1,104925,11540.0,Novak Djokovic
